run_id,CCEI,Passed_GARP,Alpha,Rho,R_squared
1,1.0,True,0.7073083697345879,0.9862998334764772,0.9999999999999597
2,0.7490234375,False,,,
3,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
4,1.0,True,0.6039433581235427,0.56768717202536,0.8392708598068521
5,1.0,True,0.7073083697345879,0.9862998334764772,0.9999999999999597
6,0.9990234375,False,,,
7,0.8388671875,False,,,
8,0.9990234375,False,,,
9,1.0,True,0.7486197478173732,0.974458244204574,0.9707276506649258
10,0.9990234375,False,,,
11,1.0,True,0.7378567157572345,0.9666128715324248,0.9720054782305301
12,0.94140625,False,,,
13,0.9990234375,False,,,
14,0.9990234375,False,,,
15,0.9990234375,False,,,
16,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
17,0.7490234375,False,,,
18,1.0,True,0.7131093128406705,0.7480810603292976,0.9324483468335367
19,1.0,True,0.7486197478173732,0.974458244204574,0.9707276506649258
20,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
21,0.9990234375,False,,,
22,1.0,True,0.7131093128406705,0.7480810603292976,0.9324483468335367
23,0.9990234375,False,,,
24,1.0,True,0.5115736491008117,0.9419637905321023,0.9466183092480207
25,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
26,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
27,0.9990234375,False,,,
28,1.0,True,0.5323377382927371,0.9507244751949605,0.9780110674354285
29,0.7490234375,False,,,
30,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
31,0.7490234375,False,,,
32,0.7490234375,False,,,
33,0.7490234375,False,,,
34,0.9990234375,False,,,
35,1.0,True,0.7378567157572345,0.9666128715324248,0.9720054782305301
36,0.7490234375,False,,,
37,0.9990234375,False,,,
38,0.7490234375,False,,,
39,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
40,0.7490234375,False,,,
41,0.7490234375,False,,,
42,1.0,True,0.6467824543379649,0.5626439233524297,0.8388015913111179
43,0.9990234375,False,,,
44,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
45,1.0,True,0.7131093128406705,0.7480810603292976,0.9324483468335367
46,0.9990234375,False,,,
47,0.9990234375,False,,,
48,0.9990234375,False,,,
49,0.7490234375,False,,,
50,0.9990234375,False,,,
