run_id,CCEI,Passed_GARP,Alpha,Rho,R_squared
1,0.9326171875,False,,,
2,1.0,True,0.47557770972055274,0.9506307516328086,0.9644187043034395
3,0.94140625,False,,,
4,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
5,0.94140625,False,,,
6,0.7998046875,False,,,
7,0.9326171875,False,,,
8,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
9,0.9326171875,False,,,
10,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
11,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
12,0.7998046875,False,,,
13,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
14,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
15,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
16,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
17,1.0,True,0.25137091397971867,0.9746306886977231,0.6175082576129816
18,0.7998046875,False,,,
19,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
20,0.9326171875,False,,,
21,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
22,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
23,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
24,0.7998046875,False,,,
25,0.7998046875,False,,,
26,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
27,1.0,True,0.48063786750848736,0.9468955092797464,0.9521620039721201
28,0.9326171875,False,,,
29,0.7998046875,False,,,
30,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
31,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
32,0.7998046875,False,,,
33,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
34,0.7998046875,False,,,
35,0.94140625,False,,,
36,0.7998046875,False,,,
37,0.9326171875,False,,,
38,0.7998046875,False,,,
39,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
40,0.8388671875,False,,,
41,0.8271484375,False,,,
42,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
43,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
44,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
45,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
46,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
47,0.7998046875,False,,,
48,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
49,0.9326171875,False,,,
50,0.7998046875,False,,,
51,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
52,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
53,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
54,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
55,1.0,True,0.47557770972055274,0.9506307516328086,0.9644187043034395
56,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
57,0.7998046875,False,,,
58,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
59,0.8388671875,False,,,
60,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
61,0.7998046875,False,,,
62,0.7998046875,False,,,
63,0.7998046875,False,,,
64,0.7998046875,False,,,
65,0.7998046875,False,,,
66,1.0,True,0.48063786750848736,0.9468955092797464,0.9521620039721201
67,0.94140625,False,,,
68,0.7998046875,False,,,
69,0.7998046875,False,,,
70,0.9326171875,False,,,
71,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
72,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
73,1.0,True,0.47557770972055274,0.9506307516328086,0.9644187043034395
74,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
75,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
76,0.7998046875,False,,,
77,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
78,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
79,0.7998046875,False,,,
80,0.8388671875,False,,,
81,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
82,0.7998046875,False,,,
83,0.9326171875,False,,,
84,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
85,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
86,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
87,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
88,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
89,1.0,True,0.48063786750848736,0.9468955092797464,0.9521620039721201
90,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
91,0.9326171875,False,,,
92,0.7998046875,False,,,
93,0.7998046875,False,,,
94,0.9326171875,False,,,
95,1.0,True,0.29394307725284363,0.9835598800162019,0.9512238382109566
96,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
97,0.7998046875,False,,,
98,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
99,1.0,True,0.4857172392528123,0.9459757590652804,0.891706885940152
100,1.0,True,0.48078583735260627,0.946870460204503,0.9511896366473811
