run_id,CCEI,Passed_GARP,Alpha,Rho,R_squared
1,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
2,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
3,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
4,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
5,1.0,True,0.5038319196495439,0.9441818236155842,0.971562031560563
6,1.0,True,0.5000387003197188,0.9574554945185445,0.9999947591757549
7,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
8,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
10,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
11,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
12,1.0,True,0.5038129444234865,0.9444582394627626,0.9694132020059714
13,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
14,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
15,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
16,1.0,True,0.4999619048735127,0.9581208036011677,0.9999953412994746
17,1.0,True,0.5000000000000004,0.9582616955799149,0.999999999999994
18,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
19,1.0,True,0.5000387003197188,0.9574554945185445,0.9999947591757549
20,1.0,True,0.4963593381622769,0.9469679028755941,0.9756505726924485
21,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
22,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
23,1.0,True,0.5000381660622711,0.9580428210543659,0.9999953351681603
24,1.0,True,0.5037362023374623,0.9455761519882685,0.9694132020053906
25,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
26,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
27,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
28,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
29,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
30,1.0,True,0.5401851483230196,0.7361029840092608,0.9454548532165359
31,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
32,1.0,True,0.5000387003197188,0.9574554945185445,0.9999947591757549
33,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
34,1.0,True,0.5037362023374623,0.9455761519882685,0.9694132020053906
35,1.0,True,0.4999619048735127,0.9581208036011677,0.9999953412994746
36,1.0,True,0.4963593381622769,0.9469679028755941,0.9756505726924485
37,1.0,True,0.5000387003197188,0.9574554945185445,0.9999947591757549
40,1.0,True,0.5000376331273378,0.9586286924810625,0.9999947591757598
41,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
42,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
43,1.0,True,0.5000398738282744,0.9561654191952558,0.9999950147690486
44,1.0,True,0.5000381660622711,0.9580428210543659,0.9999953351681603
47,1.0,True,0.5037362023374623,0.9455761519882685,0.9694132020053906
48,1.0,True,0.5037370913458421,0.9455632024353073,0.9731953530225254
50,1.0,True,0.4963593381622769,0.9469679028755941,0.9756505726924485
9,1.0,True,0.5037958924042865,0.9447066370231906,0.9678643013061979
39,1.0,True,0.5000381539103876,0.958056179812206,0.9999950147690474
45,1.0,True,0.49996226040646236,0.9585116528175656,0.9999950205757103
46,1.0,True,0.5000381539103876,0.958056179812206,0.9999950147690474
49,1.0,True,0.503712701400222,0.9459184939132085,0.9715620315600745
