run_id,CCEI,Passed_GARP,Alpha,Rho,R_squared
1,0.9990234375,False,,,
2,1.0,True,0.47478589362057705,0.3140428115633948,0.7403656164012473
3,1.0,True,0.5,-1.2118167617116481e-16,1.0
4,1.0,True,0.466660688435558,0.3372663432222747,0.7512979510143086
5,0.9990234375,False,,,
6,1.0,True,0.45262531791826544,0.2091919087378708,0.905281735154304
7,0.9990234375,False,,,
8,1.0,True,0.43007096927768945,0.2476330919381706,0.8758251368981728
9,0.9990234375,False,,,
10,1.0,True,0.42909992217889914,0.19483902828933816,0.8230113390472641
11,1.0,True,0.4995197921391367,0.001342741163297596,0.9999635530922613
12,0.9990234375,False,,,
13,1.0,True,0.5049987746935962,0.1571520351726458,0.6632723956853037
14,1.0,True,0.47083267356248465,0.29565974256638056,0.6691159857629094
15,1.0,True,0.4636786573979936,0.322924383064415,0.7126265756688828
16,1.0,True,0.48218922892301214,0.25897622609825655,0.6705869356880501
17,0.9990234375,False,,,
18,1.0,True,0.49039907492176743,0.39565820216475567,0.7873731166606295
19,0.9990234375,False,,,
20,0.9990234375,False,,,
21,1.0,True,0.5139018137604087,0.44139204482727273,0.7651440925570737
22,1.0,True,0.42060625998518403,0.24236951789536282,0.8049493321152772
23,1.0,True,0.44801385054130943,-0.14162996541351322,0.6941859669740256
24,1.0,True,0.4575323573501988,0.46502873925799176,0.7765514522273814
25,1.0,True,0.47045067816414254,0.6356217220234733,0.8731247199181292
26,0.9990234375,False,,,
27,1.0,True,0.4890073247919803,0.05123416097760396,0.9349058328546582
28,1.0,True,0.5040343662844791,0.35605004788950556,0.7486533432873568
29,0.8994140625,False,,,
30,1.0,True,0.44153925588556825,0.24220341100659154,0.8019853941805948
32,1.0,True,0.4907224591892243,0.32836052012132577,0.6638094684003357
33,1.0,True,0.48044410684089667,0.4234274566863163,0.8024186912127753
34,1.0,True,0.44455001330073396,0.39223710865516864,0.7356612032990666
35,0.9990234375,False,,,
36,0.9990234375,False,,,
37,1.0,True,0.4729805205496393,0.43029305543822227,0.7712986952246006
38,1.0,True,0.48404966721526527,0.0866863798911236,0.9466935541939817
39,0.7998046875,False,,,
40,0.9990234375,False,,,
41,1.0,True,0.464946374023074,0.3503081790398642,0.7616659975384842
42,1.0,True,0.4513177629173261,0.48591468573542856,0.8057170463609096
43,0.9990234375,False,,,
44,0.9990234375,False,,,
45,1.0,True,0.4911379804585966,0.3567939280837102,0.7230619904753857
46,1.0,True,0.43459033334660774,0.2555952093626284,0.9054896848468416
47,1.0,True,0.42563141531686244,0.33879964495998266,0.8312561443099071
48,1.0,True,0.4502155236720567,0.37380472321406055,0.5860559856375278
49,0.9990234375,False,,,
50,1.0,True,0.47014130284797195,-0.01779490390243375,0.8572171037509475
31,1.0,True,0.46366492895863,0.15865799813995798,0.9105846092268565
