run_id,CCEI,Passed_GARP,Alpha,Rho,R_squared
1,0.9990234375,False,,,
2,0.9990234375,False,,,
3,0.7490234375,False,,,
4,0.9990234375,False,,,
5,0.9990234375,False,,,
6,0.9990234375,False,,,
7,0.7490234375,False,,,
8,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
9,0.9990234375,False,,,
10,0.9990234375,False,,,
11,0.9990234375,False,,,
12,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
13,0.9990234375,False,,,
14,0.9990234375,False,,,
15,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
16,0.9990234375,False,,,
17,0.7490234375,False,,,
18,0.9990234375,False,,,
19,0.9990234375,False,,,
20,0.9990234375,False,,,
21,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
22,0.9990234375,False,,,
23,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
24,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
25,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
26,0.9990234375,False,,,
27,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
28,0.9990234375,False,,,
29,0.9990234375,False,,,
30,0.9990234375,False,,,
31,0.9990234375,False,,,
32,0.9990234375,False,,,
33,0.9990234375,False,,,
34,0.9990234375,False,,,
35,0.9990234375,False,,,
36,0.9990234375,False,,,
37,0.9990234375,False,,,
38,0.9990234375,False,,,
39,0.9990234375,False,,,
40,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
41,0.9990234375,False,,,
42,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
43,0.9990234375,False,,,
44,0.9990234375,False,,,
45,0.9990234375,False,,,
46,0.7490234375,False,,,
47,0.9990234375,False,,,
48,0.7490234375,False,,,
49,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
50,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
51,0.9990234375,False,,,
52,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
53,0.9990234375,False,,,
54,0.7490234375,False,,,
55,1.0,True,0.7073083697345879,0.9862998334764772,0.9999999999999597
56,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
57,0.9990234375,False,,,
58,0.9990234375,False,,,
59,0.9990234375,False,,,
60,0.7490234375,False,,,
61,0.9990234375,False,,,
62,0.9990234375,False,,,
63,0.7490234375,False,,,
64,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
65,0.7490234375,False,,,
66,0.9990234375,False,,,
67,1.0,True,0.7073083697345879,0.9862998334764772,0.9999999999999597
68,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
69,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
70,0.9990234375,False,,,
71,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
72,0.9990234375,False,,,
73,0.9990234375,False,,,
74,0.9990234375,False,,,
75,0.9990234375,False,,,
76,0.9990234375,False,,,
77,1.0,True,0.7378567157572345,0.9666128715324248,0.9720054782305301
78,1.0,True,0.7378567157572345,0.9666128715324248,0.9720054782305301
79,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
80,0.9990234375,False,,,
81,0.9990234375,False,,,
82,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
83,0.9990234375,False,,,
84,0.9990234375,False,,,
85,1.0,True,0.7378567157572345,0.9666128715324248,0.9720054782305301
86,0.9990234375,False,,,
87,0.9990234375,False,,,
88,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
89,0.7490234375,False,,,
90,0.9990234375,False,,,
91,1.0,True,0.5871785682607858,0.9781721784429233,0.9999999999999848
92,0.9990234375,False,,,
93,0.9990234375,False,,,
94,0.9990234375,False,,,
95,0.9990234375,False,,,
96,0.9990234375,False,,,
97,0.9990234375,False,,,
98,0.9990234375,False,,,
99,0.9990234375,False,,,
100,0.9990234375,False,,,
